jiscode,自治体,住所,緯度,経度,人口
15226,南魚沼市,南魚沼市六日町180-1,37.065522,138.876081,54851 
15227,胎内市,胎内市新和町2-10,38.059708,139.41035,28509 
15307,聖籠町,北蒲原郡聖籠町大字諏訪山1635-4,37.974526,139.274374,14259 
15342,弥彦村,西蒲原郡弥彦村大字矢作402,37.691007,138.855252,7705 
15361,田上町,南蒲原郡田上町原ヶ崎新田3070,37.698857,139.057993,11227 
15385,阿賀町,東蒲原郡阿賀町津川580,37.675487,139.458781,9965 
15405,出雲崎町,三島郡出雲崎町大字川西140,37.530715,138.709361,4113 
15461,湯沢町,南魚沼郡湯沢町大字神立300,36.934007,138.817424,7767 
15482,津南町,中魚沼郡津南町大字下船渡戊585,37.014313,138.652547,8989 
15504,刈羽村,刈羽郡刈羽村大字割町新田215-1,37.422361,138.622442,4380 
15581,関川村,岩船郡関川村大字下関912,38.089412,139.564957,5144 
15586,粟島浦村,岩船郡粟島浦村字日ノ見山1513-11,38.468213,139.25436,353 
16201,富山市,富山市新桜町7-38,36.695982,137.213449,413938 
16202,高岡市,高岡市広小路7-50,36.754099,137.025717,166393 
16204,魚津市,魚津市釈迦堂1-10-1,36.827367,137.40919,40535 
16205,氷見市,氷見市鞍川1060番地,36.855978,136.972868,43950 
16206,滑川市,滑川市寺家町104,36.764394,137.34118,32349 
16207,黒部市,黒部市三日市1301,36.87151,137.448028,39638 
16208,砺波市,砺波市栄町7-3,36.647467,136.962167,48154 
16209,小矢部市,小矢部市本町1-1,36.675531,136.868653,28983 
16210,南砺市,南砺市荒木1550番地,36.557453,136.875434,47937 
16211,射水市,射水市新開発410-1,36.730479,137.075399,90742 
16321,舟橋村,中新川郡舟橋村仏生寺55,36.703525,137.307372,3132 
16322,上市町,中新川郡上市町法音寺1,36.698429,137.362586,19351 
16323,立山町,中新川郡立山町前沢2440,36.663346,137.313658,24792 
16342,入善町,下新川郡入善町入膳3255,36.933578,137.502128,23839 
16343,朝日町,下新川郡朝日町道下1133,36.946179,137.559868,11081 
17201,金沢市,金沢市広坂1-1-1,36.561051,136.656633,463254 
17202,七尾市,七尾市袖ヶ江町イ部25,37.043108,136.967296,50300 
17203,小松市,小松市小馬出町91,36.408357,136.445588,106216 
17204,輪島市,輪島市二ツ屋町2字29,37.390554,136.899172,24608 
17205,珠洲市,珠洲市上戸町北方1の6の2,37.436369,137.260406,12929 
17206,加賀市,加賀市大聖寺南町ニ41,36.302669,136.314685,63220 
17207,羽咋市,羽咋市旭町ア200,36.893599,136.778999,20407 
17209,かほく市,かほく市宇野気ニ81,36.719973,136.706668,34889 
17210,白山市,白山市倉光2-1,36.514427,136.565833,110408 
17211,能美市,能美市来丸町1110,36.446888,136.554028,48523 
17212,野々市市,野々市市三納1-1,36.519466,136.609685,57238 
17324,川北町,能美郡川北町壱ツ屋174,36.468505,136.542407,6135 
17361,津幡町,河北郡津幡町加賀爪ニ3,36.668798,136.728885,36957 
17365,内灘町,河北郡内灘町字大学1-2-1,36.65353,136.645125,26574 
17384,志賀町,羽咋郡志賀町末吉千古1-1,37.006187,136.77801,18630 
17386,宝達志水町,羽咋郡宝達志水町子浦そ18-1,36.862759,136.797557,12121 
17407,中能登町,鹿島郡中能登町末坂9部46番地,36.98889,136.901476,16540 
17461,穴水町,鳳珠郡穴水町字川島ラ174,37.230874,136.912479,7890 
17463,能登町,鳳珠郡能登町字宇出津ト字50番地1,37.310414,137.147782,15687 
18201,福井市,福井市大手3-10-1,36.06412,136.219452,262328 
18202,敦賀市,敦賀市中央町2-1-1,35.645588,136.055437,64264 
18204,小浜市,小浜市大手町6-3,35.495593,135.746647,28991 
18205,大野市,大野市天神町1-1,35.980564,136.487692,31286 
18206,勝山市,勝山市元町1-1-1,36.060917,136.500542,22150 
18207,鯖江市,鯖江市西山町13-1,35.956565,136.184238,68302 
18208,あわら市,あわら市市姫3-1-1,36.211361,136.229012,27524 
18209,越前市,越前市府中1-13-7,35.90392,136.168989,80611 
18210,坂井市,坂井市坂井町下新庄1-1,36.166805,136.231501,88481 
18322,永平寺町,吉田郡永平寺町松岡春日1-4,36.092248,136.298724,18965 
18382,池田町,今立郡池田町稲荷35-4,35.890383,136.344079,2423 
18404,南越前町,南条郡南越前町東大道29-1,35.83515,136.194435,10002 
18423,越前町,丹生郡越前町西田中13-5-1,35.974199,136.129191,20118 
18442,美浜町,三方郡美浜町郷市25-25,35.6006,135.940619,9179 
18481,高浜町,大飯郡高浜町宮崎86-23-2,35.487904,135.545969,10326 
18483,おおい町,大飯郡おおい町本郷136-1-1,35.481128,135.617885,7910 
18501,若狭町,三方上中郡若狭町中央1-1,35.548882,135.908384,14003 
19201,甲府市,甲府市丸の内1-18-1,35.662033,138.568339,189591 
19202,富士吉田市,富士吉田市下吉田6-1-1,35.487499,138.807857,46530 
19204,都留市,都留市上谷1-1-1,35.551565,138.90547,31016 
19205,山梨市,山梨市小原西843,35.693429,138.686955,33435 
19206,大月市,大月市大月2-6-20,35.610474,138.940041,22512 
19207,韮崎市,韮崎市水神1-3-1,35.708804,138.446192,29067 
19208,南アルプス市,南アルプス市小笠原376,35.608361,138.465005,69459 
19209,北杜市,北杜市須玉町大豆生田961-1,35.776501,138.423537,44053 
19210,甲斐市,甲斐市篠原2610,35.660829,138.515796,75313 
19211,笛吹市,笛吹市石和町市部777,35.647296,138.63973,66947 
19212,上野原市,上野原市上野原3832,35.630301,139.108751,22669 
19213,甲州市,甲州市塩山上於曽1085番地1,35.704286,138.729424,29237 
19214,中央市,中央市臼井阿原301-1,35.599643,138.517269,31216 
19346,市川三郷町,西八代郡市川三郷町市川大門1790-3,35.56512,138.502406,14700 
19364,早川町,南巨摩郡早川町高住758,35.412658,138.363192,1098 
19365,身延町,南巨摩郡身延町切石350,35.467569,138.442488,10663 
19366,南部町,南巨摩郡南部町福士28505-2,35.2423,138.486054,7156 
19368,富士川町,南巨摩郡富士川町天神中条1134,35.561163,138.461305,14219 
19384,昭和町,中巨摩郡昭和町押越542-2,35.627928,138.535148,20909 
19422,道志村,南都留郡道志村6181-1,35.528025,139.033429,1607 
19423,西桂町,南都留郡西桂町小沼1501-1,35.524082,138.84688,4041 
19424,忍野村,南都留郡忍野村忍草1514,35.460062,138.847853,9237 
19425,山中湖村,南都留郡山中湖村山中237-1,35.410644,138.861078,5179 
19429,鳴沢村,南都留郡鳴沢村1575,35.481318,138.706609,2824 
19430,富士河口湖町,南都留郡富士河口湖町船津1700,35.497297,138.754926,26082 
19442,小菅村,北都留郡小菅村4698,35.760274,138.940283,684 
19443,丹波山村,北都留郡丹波山村890,35.789716,138.92225,530 
20201,長野市,長野市大字鶴賀緑町1613,36.648631,138.194287,372760 
20202,松本市,松本市丸の内3-7,36.238096,137.971992,241145 
20203,上田市,上田市大手1-11-16,36.401978,138.248676,154055 
20204,岡谷市,岡谷市幸町8-1,36.067003,138.049557,47790 
20205,飯田市,飯田市大久保町2534,35.514703,137.821824,98164 
20206,諏訪市,諏訪市高島1-22-30,36.039175,138.113984,48729 
20207,須坂市,須坂市大字須坂1528-1,36.651117,138.307275,49559 
20208,小諸市,小諸市相生町3-3-3,36.326874,138.426021,40991 
20209,伊那市,伊那市下新田3050,35.827478,137.954083,66125 
20210,駒ヶ根市,駒ヶ根市赤須町20-1,35.728861,137.933993,32202 
20211,中野市,中野市三好町1-3-19,36.742027,138.36947,42338 
20212,大町市,大町市大町3887,36.502976,137.851169,26029 
20213,飯山市,飯山市大字飯山1110-1,36.851745,138.365498,19539 
20214,茅野市,茅野市塚原2-6-1,35.995571,138.158896,56400 
20215,塩尻市,塩尻市大門7番町3-3,36.11502,137.95338,67241 
20217,佐久市,佐久市中込3056,36.248788,138.476831,98199 
20218,千曲市,千曲市杭瀬下2丁目1番地,36.530707,138.114895,58852 
20219,東御市,東御市県281-2,36.35955,138.330295,30122 
20220,安曇野市,安曇野市豊科6000,36.303933,137.905755,94222 
20303,小海町,南佐久郡小海町大字豊里57-1,36.095241,138.483515,4353 
20304,川上村,南佐久郡川上村大字大深山525,35.975487,138.578605,4344 
20305,南牧村,南佐久郡南牧村大字海ノ口1051,36.020907,138.492185,3242 
20306,南相木村,南佐久郡南相木村3525-1,36.036072,138.54689,962 
20307,北相木村,南佐久郡北相木村2744,36.059195,138.551203,752 
20309,佐久穂町,南佐久郡佐久穂町大字高野町569,36.16098,138.483425,10218 
20321,軽井沢町,北佐久郡軽井沢町大字長倉2381-1,36.34831,138.596966,19188 
20323,御代田町,北佐久郡御代田町大字馬瀬口1794-6,36.322732,138.506505,15555 
20324,立科町,北佐久郡立科町大字芦田2532,36.272089,138.315991,6612 
20349,青木村,小県郡青木村大字田沢111,36.369998,138.128698,4121 
20350,長和町,小県郡長和町古町4247-1,36.269903,138.258071,5600 
20361,下諏訪町,諏訪郡下諏訪町4613-8,36.069577,138.080068,19155 
20362,富士見町,諏訪郡富士見町落合10777,35.914652,138.24074,14084 
20363,原村,諏訪郡原村6549-1,35.964354,138.217471,7680 
20382,辰野町,上伊那郡辰野町中央1,35.982413,137.987428,18555 
20383,箕輪町,上伊那郡箕輪町大字中箕輪10298,35.91502,137.981992,24989 
20384,飯島町,上伊那郡飯島町飯島2537,35.676622,137.919523,9004 
20385,南箕輪村,上伊那郡南箕輪村4825-1,35.872853,137.975084,15797 
20386,中川村,上伊那郡中川村大草4045-1,35.634617,137.945961,4651 
20388,宮田村,上伊那郡宮田村98,35.768882,137.944209,8569 
20402,松川町,下伊那郡松川町元大島3823,35.597231,137.909667,12530 
20403,高森町,下伊那郡高森町下市田2183-1,35.551542,137.878519,12811 
20404,阿南町,下伊那郡阿南町東條58-1,35.32362,137.81609,4299 
20407,阿智村,下伊那郡阿智村駒場483,35.443791,137.747444,6068 
20409,平谷村,下伊那郡平谷村354,35.323279,137.630083,387 
20410,根羽村,下伊那郡根羽村2131-1,35.255296,137.581784,852 
20411,下條村,下伊那郡下條村睦沢8801-1,35.39733,137.785926,3545 
20412,売木村,下伊那郡売木村968-1,35.271068,137.711191,548 
20413,天龍村,下伊那郡天龍村平岡878,35.276307,137.854244,1178 
20414,泰阜村,下伊那郡泰阜村3236-1,35.377434,137.846157,1542 
20415,喬木村,下伊那郡喬木村6664,35.513823,137.873751,5973 
20416,豊丘村,下伊那郡豊丘村大字神稲3120,35.551497,137.895791,6426 
20417,大鹿村,下伊那郡大鹿村大字大河原354,35.578234,138.034044,1023 
20422,上松町,木曽郡上松町大字上松159番地4,35.782187,137.693235,4131 
20423,南木曽町,木曽郡南木曽町大字読書3668-1,35.603787,137.608936,3915 
20425,木祖村,木曽郡木祖村薮原1191-1,35.936307,137.783163,2692 
20429,王滝村,木曽郡王滝村3623,35.809343,137.551076,715 
20430,大桑村,木曽郡大桑村大字長野880-1,35.68924,137.671432,3439 
20432,木曽町,木曽郡木曽町福島2326-6,35.841898,137.69133,10584 
20446,麻績村,東筑摩郡麻績村麻3837,36.456086,138.045267,2593 
20448,生坂村,東筑摩郡生坂村5493-2,36.425234,137.927484,1639 
20450,山形村,東筑摩郡山形村2030-1,36.168104,137.87897,8400 
20451,朝日村,東筑摩郡朝日村大字古見1555-1,36.129115,137.867267,4279 
20452,筑北村,東筑摩郡筑北村西条4195,36.402654,138.011775,4149 
20481,池田町,北安曇郡池田町大字池田3203-6,36.421368,137.874499,9382 
20482,松川村,北安曇郡松川村76-5,36.424045,137.854556,9599 
20485,白馬村,北安曇郡白馬村大字北城7025,36.69807,137.861969,8575 
20486,小谷村,北安曇郡小谷村大字中小谷丙131,36.779206,137.908305,2647 
20521,坂城町,埴科郡坂城町大字坂城10050,36.461839,138.180106,14004 
20541,小布施町,上高井郡小布施町大字小布施1491-2,36.697478,138.312146,10660 
20543,高山村,上高井郡高山村大字高井4972,36.67977,138.363261,6617 
20561,山ノ内町,下高井郡山ノ内町大字平穏3352-1,36.744606,138.412621,11352 
20562,木島平村,下高井郡木島平村大字往郷914-6,36.857947,138.406966,4375 
20563,野沢温泉村,下高井郡野沢温泉村大字豊郷9817,36.922728,138.440456,3279 
20583,信濃町,上水内郡信濃町大字柏原428-2,36.806379,138.206991,7739 
20588,小川村,上水内郡小川村大字高府8800-8,36.617135,137.974801,2215 
20590,飯綱町,上水内郡飯綱町大字牟礼2795-1,36.754421,138.23548,10296 
20602,栄村,下水内郡栄村大字北信3433,36.987481,138.577359,1660 
21201,岐阜市,岐阜市司町40番地1,35.426201,136.759937,402557 
21202,大垣市,大垣市丸の内2-29,35.35989,136.612795,158286 
21203,高山市,高山市花岡町2-18,36.146093,137.252206,84419 
21204,多治見市,多治見市日ノ出町2-15,35.332773,137.132078,106732 
21205,関市,関市若草通3-1,35.495777,136.917895,85283 
21206,中津川市,中津川市かやの木町2-1,35.487493,137.500616,76570 
21207,美濃市,美濃市1350,35.544713,136.90757,19247 
21208,瑞浪市,瑞浪市上平町1-1,35.36174,137.254639,37150 
21209,羽島市,羽島市竹鼻町55,35.319489,136.702718,65649 
21210,恵那市,恵那市長島町正家1-1-1,35.44932,137.412817,47774 
21211,美濃加茂市,美濃加茂市太田町3431-1,35.440242,137.015664,56689 
21212,土岐市,土岐市土岐津町土岐口2101,35.352497,137.183205,55348 
21213,各務原市,各務原市那加桜町1-69,35.398621,136.848479,144521 
21214,可児市,可児市広見1-1,35.426132,137.061075,99968 
21215,山県市,山県市高木1000-1,35.506111,136.781401,25280 
21216,瑞穂市,瑞穂市別府1288,35.391826,136.690784,56388 
21217,飛騨市,飛騨市古川町本町2-22,36.238144,137.186246,22538 
21218,本巣市,本巣市文殊324,35.483052,136.678771,32928 
21219,郡上市,郡上市八幡町島谷228,35.748569,136.964368,38997 
21220,下呂市,下呂市森960,35.805879,137.244061,30428 
21221,海津市,海津市海津町高須515,35.22047,136.636612,32735 
21302,岐南町,羽島郡岐南町八剣7-107,35.389594,136.78262,25881 
21303,笠松町,羽島郡笠松町司町1,35.367222,136.763192,22208 
21341,養老町,養老郡養老町高田798,35.308411,136.561359,26882 
21361,垂井町,不破郡垂井町宮代2957-11,35.366268,136.537944,26402 
21362,関ケ原町,不破郡関ケ原町大字関ケ原894-58,35.365523,136.466976,6610 
21381,神戸町,安八郡神戸町大字神戸1111,35.417349,136.608517,18585 
21382,輪之内町,安八郡輪之内町四郷2530-1,35.285113,136.637444,9654 
21383,安八町,安八郡安八町氷取161,35.335418,136.665415,14355 
21401,揖斐川町,揖斐郡揖斐川町三輪133,35.486948,136.5682,19529 
21403,大野町,揖斐郡大野町大字大野80,35.470675,136.627636,22041 
21404,池田町,揖斐郡池田町六之井1468-1,35.4423,136.572851,23360 
21421,北方町,本巣郡北方町長谷川1-1,35.435721,136.684408,18139 
21501,坂祝町,加茂郡坂祝町取組46-18,35.426734,136.98537,8071 
21502,富加町,加茂郡富加町滝田1511,35.484761,136.979707,5626 
21503,川辺町,加茂郡川辺町中川辺1518-4,35.486548,137.070605,9860 
21504,七宗町,加茂郡七宗町上麻生2442-3,35.54384,137.119946,3402 
21505,八百津町,加茂郡八百津町八百津3903-2,35.475988,137.141499,10195 
21506,白川町,加茂郡白川町河岐715,35.581862,137.187821,7412 
21507,東白川村,加茂郡東白川村神土548,35.64256,137.323745,2016 
21521,御嵩町,可児郡御嵩町御嵩1239-1,35.434493,137.130885,17516 
21604,白川村,大野郡白川村鳩谷517,36.270904,136.898542,1511 
22100,静岡市,静岡市葵区追手町5-1,34.975473,138.382388,693389 
22130,浜松市,浜松市中区元城町103-2,34.710865,137.726117,790718 
22203,沼津市,沼津市御幸町16-1,35.095723,138.863337,189386 
22205,熱海市,熱海市中央町1-1,35.095987,139.071546,34208 
22206,三島市,三島市北田町4-47,35.118483,138.918501,107783 
22207,富士宮市,富士宮市弓沢町150,35.221983,138.621656,128105 
22208,伊東市,伊東市大原二丁目1-1,34.96568,139.102048,65491 
22209,島田市,島田市中央町1-1,34.836417,138.176055,95719 
22210,富士市,富士市永田町1-100,35.161386,138.676311,245392 
22211,磐田市,磐田市国府台3-1,34.717881,137.851511,166672 
22212,焼津市,焼津市本町2-16-32,34.86717,138.322812,136845 
22213,掛川市,掛川市長谷一丁目1番地の1,34.768717,137.998403,114954 
22214,藤枝市,藤枝市岡出山1-11-1,34.867349,138.257548,141342 
22215,御殿場市,御殿場市萩原483,35.308615,138.934506,86614 
22216,袋井市,袋井市新屋1-1-1,34.75016,137.924624,87864 
22219,下田市,下田市東本郷1-5-18,34.679536,138.945316,20183 
22220,裾野市,裾野市佐野1059,35.173891,138.906724,50911 
22221,湖西市,湖西市吉美3268,34.718474,137.531617,57885 
22222,伊豆市,伊豆市小立野38-2,34.976591,138.946715,28190 
22223,御前崎市,御前崎市池新田5585,34.637977,138.128117,31103 
22224,菊川市,菊川市堀之内61,34.757721,138.084539,47789 
22225,伊豆の国市,伊豆の国市長岡340-1,35.027713,138.928885,46804 
22226,牧之原市,牧之原市静波447-1,34.740059,138.224641,43502 
22301,東伊豆町,賀茂郡東伊豆町稲取3354,34.772816,139.041265,11488 
22302,河津町,賀茂郡河津町田中212-2,34.757018,138.987622,6870 
22304,南伊豆町,賀茂郡南伊豆町下賀茂315-1,34.651089,138.858533,7877 
22305,松崎町,賀茂郡松崎町宮内301-1,34.752763,138.778757,6038 
22306,西伊豆町,賀茂郡西伊豆町仁科401-1,34.771693,138.775334,7090 
22325,函南町,田方郡函南町平井717-13,35.088937,138.953348,36794 
22341,清水町,駿東郡清水町堂庭210-1,35.099015,138.90272,31710 
22342,長泉町,駿東郡長泉町中土狩828,35.137712,138.897258,43336 
22344,小山町,駿東郡小山町藤曲57-2,35.36011,138.987296,18568 
22424,吉田町,榛原郡吉田町住吉87,34.77087,138.251943,28919 
22429,川根本町,榛原郡川根本町上長尾627,35.046822,138.081695,6206 
22461,森町,周智郡森町森2101-1,34.835601,137.927088,17457 
23100,名古屋市,名古屋市中区三の丸3-1-1,35.181433,136.906421,2332176 
23201,豊橋市,豊橋市今橋町1,34.769199,137.391469,371920 
23202,岡崎市,岡崎市十王町2-9,34.954809,137.172999,384654 
23203,一宮市,一宮市本町2-5-6,35.304013,136.802344,380073 
23204,瀬戸市,瀬戸市追分町64-1,35.22362,137.084117,127792 
23205,半田市,半田市東洋町2-1,34.892626,136.93785,117884 
23206,春日井市,春日井市鳥居松町5-44,35.247664,136.972232,308681 
23207,豊川市,豊川市諏訪1-1,34.826784,137.375578,184661 
23208,津島市,津島市立込町2-21,35.17704,136.741236,60942 
23209,碧南市,碧南市松本町28,34.884782,136.993362,72458 
23210,刈谷市,刈谷市東陽町1-1,34.988864,137.00206,153834 
23211,豊田市,豊田市西町3-60,35.082345,137.156224,422330 
23212,安城市,安城市桜町18-23,34.958644,137.080297,187990 
23213,西尾市,西尾市寄住町下田22,34.862009,137.061741,169046 
23214,蒲郡市,蒲郡市旭町17-1,34.826439,137.219653,79538 
23215,犬山市,犬山市大字犬山字東畑36,35.378641,136.944625,73090 
23216,常滑市,常滑市飛香台3-3-5,34.896088,136.854483,58710 
23217,江南市,江南市赤童子町大堀90,35.331953,136.870453,98255 
23219,小牧市,小牧市堀の内3-1,35.290311,136.910948,148831 
23220,稲沢市,稲沢市稲府町1,35.248135,136.780216,134751 
23221,新城市,新城市字東入船115,34.899012,137.497858,44355 
23222,東海市,東海市中央町1-1,35.022976,136.902229,113787 
23223,大府市,大府市中央町5-70,35.011611,136.963868,93123 
23224,知多市,知多市緑町1,34.996533,136.864755,84364 
23225,知立市,知立市広見3-1,35.001285,137.050843,72193 
23226,尾張旭市,尾張旭市東大道町原田2600-1,35.216568,137.035412,83144 
23227,高浜市,高浜市青木町4-1-2,34.92763,136.98766,46106 
23228,岩倉市,岩倉市栄町1-66,35.279433,136.871428,47983 
23229,豊明市,豊明市新田町子持松1-1,35.053756,137.013124,69295 
23230,日進市,日進市蟹甲町池下268,35.132018,137.039414,91520 
23231,田原市,田原市田原町南番場30-1,34.668972,137.26383,59360 
23232,愛西市,愛西市稲葉町米野308,35.152802,136.728217,60829 
23233,清須市,清須市須ケ口1238,35.199848,136.852934,67352 
23234,北名古屋市,北名古屋市西之保清水田15,35.245657,136.865961,86385 
23235,弥富市,弥富市前ケ須町南本田335,35.110124,136.72477,43025 
23236,みよし市,みよし市三好町小坂50,35.089699,137.074728,61952 
23237,あま市,あま市木田戌亥18-1,35.200498,136.783227,86126 
23238,長久手市,長久手市岩作城の内60番地1,35.18412,137.048631,60162 
23302,東郷町,愛知郡東郷町大字春木字羽根穴1,35.09679,137.052623,43903 
23342,豊山町,西春日井郡豊山町大字豊場字新栄260,35.250462,136.911977,15613 
23361,大口町,丹羽郡大口町下小口七丁目155,35.332444,136.907694,24305 
23362,扶桑町,丹羽郡扶桑町大字高雄字天道330,35.35914,136.913079,34133 
23424,大治町,海部郡大治町大字馬島字大門西1-1,35.175089,136.8201,32399 
23425,蟹江町,海部郡蟹江町学戸3-1,35.132339,136.786679,37338 
23427,飛島村,海部郡飛島村竹之郷3-1,35.078804,136.791157,4575 
23441,阿久比町,知多郡阿久比町大字卯坂字殿越50,34.932569,136.915512,28383 
23442,東浦町,知多郡東浦町大字緒川字政所20,34.977139,136.965569,49596 
23445,南知多町,知多郡南知多町大字豊浜字貝ヶ坪18,34.715169,136.929934,16617 
23446,美浜町,知多郡美浜町大字河和字北田面106,34.778843,136.908251,22496 
23447,武豊町,知多郡武豊町字長尾山2,34.85097,136.914937,43535 
23501,幸田町,額田郡幸田町大字菱池字元林1-1,34.864425,137.165667,42449 
23561,設楽町,北設楽郡設楽町田口字辻前14,35.097298,137.571225,4437 
23562,東栄町,北設楽郡東栄町大字本郷字上前畑25,35.07693,137.697833,2942 
23563,豊根村,北設楽郡豊根村下黒川字蕨平2,35.146394,137.719871,1017 
24201,津市,津市西丸之内23-1,34.718563,136.505443,274537 
24202,四日市市,四日市市諏訪町1-5,34.965092,136.624427,305424 
24203,伊勢市,伊勢市岩渕1-7-29,34.487506,136.709286,122765 
24204,松阪市,松阪市殿町1340-1,34.577974,136.527595,159145 
24205,桑名市,桑名市中央町2-37,35.062288,136.683539,138613 
24207,鈴鹿市,鈴鹿市神戸1-18-18,34.881866,136.584185,195670 
24208,名張市,名張市鴻之台1番町1番地,34.627662,136.108299,76387 
24209,尾鷲市,尾鷲市中央町10-43,34.070799,136.190998,16252 
24210,亀山市,亀山市本丸町577,34.855755,136.451645,49835 
24211,鳥羽市,鳥羽市鳥羽三丁目1番1号,34.481432,136.843378,17525 
24212,熊野市,熊野市井戸町796,33.88862,136.100288,15965 
24214,いなべ市,いなべ市北勢町阿下喜31,35.158426,136.516697,44973 
24215,志摩市,志摩市阿児町鵜方3098-22,34.328218,136.829655,46057 
24216,伊賀市,伊賀市四十九町3184,34.749886,136.142286,88766 
24303,木曽岬町,桑名郡木曽岬町大字西対海地251,35.075958,136.731353,6023 
24324,東員町,員弁郡東員町大字山田1600,35.074125,136.583756,25784 
24341,菰野町,三重郡菰野町大字潤田1250,35.020001,136.507346,40559 
24343,朝日町,三重郡朝日町大字小向893,35.034221,136.664366,11021 
24344,川越町,三重郡川越町大字豊田一色280,35.02295,136.673971,15123 
24441,多気町,多気郡多気町相可1600,34.496156,136.546149,14021 
24442,明和町,多気郡明和町大字馬之上945,34.547528,136.623251,22445 
24443,大台町,多気郡大台町佐原750,34.39337,136.407876,8668 
24461,玉城町,度会郡玉城町田丸114-2,34.490276,136.630932,15041 
24470,度会町,度会郡度会町棚橋1215-1,34.4389,136.62251,7847 
24471,大紀町,度会郡大紀町滝原1610-1,34.358023,136.415798,7815 
24472,南伊勢町,度会郡南伊勢町五ヶ所浦3057,34.352059,136.70365,10989 
24543,紀北町,北牟婁郡紀北町東長島769番地1,34.211469,136.337275,14604 
24561,御浜町,南牟婁郡御浜町大字阿田和6120-1,33.814505,136.048677,8079 
24562,紀宝町,南牟婁郡紀宝町鵜殿324,33.73387,136.009715,10321 
25201,大津市,大津市御陵町3-1,35.018357,135.854666,345070 
25202,彦根市,彦根市元町4-2,35.274464,136.259623,113647 
25203,長浜市,長浜市八幡東町632,35.380758,136.278384,113636 
25204,近江八幡市,近江八幡市桜宮町236,35.128214,136.097846,81122 
25206,草津市,草津市草津3-13-30,35.013123,135.959994,143913 
25207,守山市,守山市吉身2-5-22,35.058663,135.99402,83236 
25208,栗東市,栗東市安養寺1-13-33,35.021614,135.997993,68820 
25209,甲賀市,甲賀市水口町水口6053,34.96612,136.167084,88358 
25210,野洲市,野洲市小篠原2100-1,35.06747,136.025873,50513 
25211,湖南市,湖南市中央1-1,35.004106,136.084693,54460 
25212,高島市,高島市新旭町北畑565,35.353052,136.035785,46377 
25213,東近江市,東近江市八日市緑町10-5,35.112603,136.20762,112819 
25214,米原市,米原市米原1016,35.315046,136.291402,37225 
25383,日野町,蒲生郡日野町河原1-1,35.018018,136.246023,20964 
25384,竜王町,蒲生郡竜王町大字小口3,35.06075,136.124438,11789 
25425,愛荘町,愛知郡愛荘町愛知川72,35.168834,136.212306,20893 
25441,豊郷町,犬上郡豊郷町石畑375,35.200171,136.230302,7132 
25442,甲良町,犬上郡甲良町大字在士353-1,35.204224,136.26135,6362 
25443,多賀町,犬上郡多賀町大字多賀324,35.222035,136.292199,7274 
26100,京都市,京都市中京区寺町通御池上る上本能寺前町488,35.011574,135.768181,1463723 
26201,福知山市,福知山市字内記13-1,35.296725,135.126532,77306 
26202,舞鶴市,舞鶴市字北吸1044,35.474797,135.385992,80336 
26203,綾部市,綾部市若竹町8-1,35.298916,135.258812,31846 
26204,宇治市,宇治市宇治琵琶33,34.8844,135.79978,179630 
26205,宮津市,宮津市字柳繩手345-1,35.535577,135.195567,16758 
26206,亀岡市,亀岡市安町野々神8,35.013475,135.573512,86174 
26207,城陽市,城陽市寺田東ノ口16・17,34.852958,135.780074,74607 
26208,向日市,向日市寺戸町中野20,34.948392,135.698402,56859 
26209,長岡京市,長岡京市開田1-1-1,34.926782,135.695685,80608 
26210,八幡市,八幡市八幡園内75,34.875533,135.707571,70433 
26211,京田辺市,京田辺市田辺80,34.814442,135.767842,73753 
26212,京丹後市,京丹後市峰山町杉谷889,35.624169,135.060997,50860 
26213,南丹市,南丹市園部町小桜町47,35.10739,135.470239,31629 
26214,木津川市,木津川市木津南垣外110-9,34.737179,135.820058,77907 
26303,大山崎町,乙訓郡大山崎町字円明寺小字夏目3,34.902795,135.688476,15953 
26322,久御山町,久世郡久御山町島田ミスノ38,34.881502,135.732564,15250 
26343,井手町,綴喜郡井手町大字井手小字南玉水67,34.798373,135.803308,7406 
26344,宇治田原町,綴喜郡宇治田原町大字立川小字坂口18-1,34.845154,135.868238,8911 
26364,笠置町,相楽郡笠置町大字笠置小字西通90-1,34.760497,135.93938,1144 
26365,和束町,相楽郡和束町大字釜塚小字生水14-2,34.795726,135.904866,3478 
26366,精華町,相楽郡精華町南稲八妻北尻70,34.760819,135.785686,36198 
26367,南山城村,相楽郡南山城村北大河原小字久保14-1,34.772787,135.993665,2391 
26407,京丹波町,船井郡京丹波町蒲生蒲生野487番地1,35.169997,135.419305,12907 
26463,伊根町,与謝郡伊根町字日出651,35.675172,135.272853,1928 
26465,与謝野町,与謝郡与謝野町字岩滝1798-1,35.565375,135.152916,20092 
27100,大阪市,大阪市北区中之島1-3-20,34.693891,135.502046,2752412 
27140,堺市,堺市堺区南瓦町3-1,34.573354,135.48302,826161 
27202,岸和田市,岸和田市岸城町7-1,34.460597,135.370871,190658 
27203,豊中市,豊中市中桜塚3-1-1,34.781239,135.469889,401558 
27204,池田市,池田市城南1-1-1,34.821686,135.428555,104993 
27205,吹田市,吹田市泉町1-3-40,34.759405,135.516799,385567 
27206,泉大津市,泉大津市東雲町9-12,34.504268,135.410472,74412 
27207,高槻市,高槻市桃園町2-1,34.8461,135.617216,352698 
