jiscode,自治体,住所,緯度,経度,人口
40349,粕屋町,糟屋郡粕屋町駕与丁一丁目1-1,33.610854,130.480582,48190 
40381,芦屋町,遠賀郡芦屋町幸町2-20,33.893862,130.663874,13545 
40382,水巻町,遠賀郡水巻町頃末北1-1-1,33.85485,130.694783,28114 
40383,岡垣町,遠賀郡岡垣町野間1-1-1,33.853491,130.611749,31007 
40384,遠賀町,遠賀郡遠賀町大字今古賀513,33.848166,130.668341,18723 
40401,小竹町,鞍手郡小竹町大字勝野3167-1,33.696782,130.707784,7151 
40402,鞍手町,鞍手郡鞍手町大字中山3705,33.792112,130.674008,15080 
40421,桂川町,嘉穂郡桂川町大字土居424-1,33.578889,130.678118,12878 
40447,筑前町,朝倉郡筑前町篠隈373,33.457033,130.595183,29591 
40448,東峰村,朝倉郡東峰村大字宝珠山6425,33.397314,130.869919,1899 
40503,大刀洗町,三井郡大刀洗町大字冨多819,33.372425,130.622454,15521 
40522,大木町,三潴郡大木町大字八町牟田255-1,33.210453,130.439806,13820 
40544,広川町,八女郡広川町大字新代1804-1,33.241245,130.551397,19969 
40601,香春町,田川郡香春町大字高野994,33.668006,130.847401,10191 
40602,添田町,田川郡添田町大字添田2151,33.571816,130.854088,8801 
40604,糸田町,田川郡糸田町1975-1,33.652736,130.778958,8407 
40605,川崎町,田川郡川崎町大字田原789-2,33.599956,130.814915,15176 
40608,大任町,田川郡大任町大字大行事3067,33.612164,130.853742,5008 
40609,赤村,田川郡赤村大字内田1188,33.616692,130.870855,2774 
40610,福智町,田川郡福智町金田937-2,33.683263,130.78012,21398 
40621,苅田町,京都郡苅田町富久町1-19-1,33.776006,130.980475,37684 
40625,みやこ町,京都郡みやこ町勝山上田960,33.699236,130.920096,18825 
40642,吉富町,築上郡吉富町大字広津226-1,33.602643,131.175951,6536 
40646,上毛町,築上郡上毛町大字垂水1321-1,33.578425,131.164207,7251 
40647,築上町,築上郡築上町大字椎田891-2,33.656381,131.055784,17189 
41201,佐賀市,佐賀市栄町1-1,33.263543,130.300835,233301 
41202,唐津市,唐津市西城内1-1,33.449801,129.96768,117373 
41203,鳥栖市,鳥栖市宿町1118,33.377758,130.506244,74196 
41204,多久市,多久市北多久町大字小侍7-1,33.288513,130.110061,18295 
41205,伊万里市,伊万里市立花町1355-1,33.264741,129.880702,52629 
41206,武雄市,武雄市武雄町大字昭和12-10,33.194873,130.021557,47914 
41207,鹿島市,鹿島市大字納富分2643-1,33.103804,130.098603,27892 
41208,小城市,小城市三日月町長神田2312-2,33.273776,130.21728,43952 
41209,嬉野市,嬉野市塩田町大字馬場下甲1769,33.128092,130.06012,25848 
41210,神埼市,神埼市神埼町鶴3542-1,33.311423,130.371662,31022 
41327,吉野ヶ里町,神埼郡吉野ヶ里町吉田321-2,33.321148,130.398753,16323 
41341,基山町,三養基郡基山町大字宮浦666,33.426944,130.523052,17250 
41345,上峰町,三養基郡上峰町大字坊所383-1,33.319626,130.426137,9286 
41346,みやき町,三養基郡みやき町大字東尾737-5,33.324943,130.45459,25511 
41387,玄海町,東松浦郡玄海町大字諸浦348,33.472164,129.874689,5609 
41401,有田町,西松浦郡有田町立部乙2202,33.210574,129.849014,19010 
41423,大町町,杵島郡大町町大字大町5017,33.213871,130.116032,6293 
41424,江北町,杵島郡江北町大字山口1651-1,33.220464,130.15731,9566 
41425,白石町,杵島郡白石町大字福田1247-1,33.181082,130.143493,22051 
41441,太良町,藤津郡太良町大字多良1番地6,33.019436,130.179126,8121 
42201,長崎市,長崎市桜町2-22,32.750311,129.877906,409118 
42202,佐世保市,佐世保市八幡町1-10,33.179904,129.71509,243223 
42203,島原市,島原市上の町537,32.787998,130.3703,43338 
42204,諫早市,諫早市東小路町7-1,32.844208,130.053601,133852 
42205,大村市,大村市玖島1-25,32.89996,129.958217,95397 
42207,平戸市,平戸市岩の上町1508-3,33.368065,129.553671,29365 
42208,松浦市,松浦市志佐町里免365,33.341023,129.709047,21271 
42209,対馬市,対馬市厳原町国分1441,34.202643,129.287518,28502 
42210,壱岐市,壱岐市郷ノ浦町本村触562,33.749978,129.691377,24948 
42211,五島市,五島市福江町1-1,32.695777,128.84089,34391 
42212,西海市,西海市大瀬戸町瀬戸樫浦郷2222,32.933117,129.642962,26275 
42213,雲仙市,雲仙市吾妻町牛口名714,32.835214,130.187508,41096 
42214,南島原市,南島原市西有家町里坊96-2,32.659716,130.297783,42330 
42307,長与町,西彼杵郡長与町嬉里郷659-1,32.82517,129.875071,40780 
42308,時津町,西彼杵郡時津町浦郷274-1,32.828885,129.848527,29339 
42321,東彼杵町,東彼杵郡東彼杵町蔵本郷1850-6,33.037031,129.917149,7721 
42322,川棚町,東彼杵郡川棚町中組郷1518-1,33.072743,129.8616,13377 
42323,波佐見町,東彼杵郡波佐見町宿郷660,33.13789,129.895548,14291 
42383,小値賀町,北松浦郡小値賀町笛吹郷2376-1,33.191074,129.058766,2288 
42391,佐々町,北松浦郡佐々町本田原免168-2,33.238426,129.650353,13912 
42411,新上五島町,南松浦郡新上五島町青方郷1585-1,32.984553,129.073401,17503 
43100,熊本市,熊本市中央区手取本町1-1,32.803078,130.707897,738865 
43202,八代市,八代市松江城町1-25,32.507498,130.601808,123067 
43203,人吉市,人吉市西間下町字永溝7番地1,32.205633,130.760157,31108 
43204,荒尾市,荒尾市宮内出目390,32.986838,130.433036,50832 
43205,水俣市,水俣市陣内1-1-1,32.211883,130.408725,23557 
43206,玉名市,玉名市岩崎163,32.935266,130.562877,64292 
43208,山鹿市,山鹿市山鹿987-3,33.016728,130.691297,49025 
43210,菊池市,菊池市隈府888,32.979485,130.813241,46416 
43211,宇土市,宇土市浦田町51,32.687292,130.658562,36122 
43212,上天草市,上天草市大矢野町上1514,32.587422,130.430405,24563 
43213,宇城市,宇城市松橋町大野85,32.647814,130.684287,57032 
43214,阿蘇市,阿蘇市一の宮町宮地504-1,32.952222,131.121389,24930 
43215,天草市,天草市東浜町8-1,32.458621,130.19301,75783 
43216,合志市,合志市竹迫2140,32.885996,130.789726,61772 
43348,美里町,下益城郡美里町馬場1100,32.639609,130.789007,9392 
43364,玉東町,玉名郡玉東町木葉759,32.918905,130.628593,5045 
43367,南関町,玉名郡南関町関町64番地,33.059565,130.54364,8979 
43368,長洲町,玉名郡長洲町大字長洲2766,32.929756,130.4527,15372 
43369,和水町,玉名郡和水町江田3886,32.978158,130.605813,9342 
43403,大津町,菊池郡大津町大字大津1233,32.877904,130.868653,35187 
43404,菊陽町,菊池郡菊陽町大字久保田2800,32.862515,130.828654,43337 
43423,南小国町,阿蘇郡南小国町大字赤馬場143,33.098192,131.070724,3750 
43424,小国町,阿蘇郡小国町大字宮原1567-1,33.121568,131.068157,6590 
43425,産山村,阿蘇郡産山村山鹿488-3,32.995747,131.216799,1382 
43428,高森町,阿蘇郡高森町大字高森2168,32.827271,131.122023,5789 
43432,西原村,阿蘇郡西原村大字小森3259,32.834719,130.903036,6426 
43433,南阿蘇村,阿蘇郡南阿蘇村大字河陽1705-1,32.845046,131.017881,9836 
43441,御船町,上益城郡御船町大字御船995-1,32.714585,130.801821,16303 
43442,嘉島町,上益城郡嘉島町上島530,32.740072,130.757303,9547 
43443,益城町,上益城郡益城町大字木山594,32.800608,130.817015,32510 
43444,甲佐町,上益城郡甲佐町豊内719-4,32.651356,130.811466,10132 
43447,山都町,上益城郡山都町浜町6,32.685387,130.990443,13503 
43468,氷川町,八代郡氷川町島地642,32.582402,130.673753,11094 
43482,芦北町,葦北郡芦北町大字芦北2015,32.299102,130.493119,15681 
43484,津奈木町,葦北郡津奈木町大字小津奈木2123,32.233892,130.439621,4254 
43501,錦町,球磨郡錦町大字一武1587,32.200987,130.840902,10288 
43505,多良木町,球磨郡多良木町大字多良木1648,32.264039,130.935795,9076 
43506,湯前町,球磨郡湯前町1989-1,32.276144,130.980987,3627 
43507,水上村,球磨郡水上村大字岩野90,32.314379,131.009541,2033 
43510,相良村,球磨郡相良村大字深水2500-1,32.23526,130.797985,4070 
43511,五木村,球磨郡五木村甲2672-7,32.397343,130.827833,931 
43512,山江村,球磨郡山江村大字山田甲1356-1,32.246465,130.767136,3238 
43513,球磨村,球磨郡球磨村大字渡丙1730,32.252621,130.651274,2433 
43514,あさぎり町,球磨郡あさぎり町免田東1199,32.240321,130.897827,14676 
43531,苓北町,天草郡苓北町志岐660,32.513413,130.05472,7114 
44201,大分市,大分市荷揚町2-31,33.239526,131.609377,475614 
44202,別府市,別府市上野口町1-15,33.284642,131.491328,115321 
44203,中津市,中津市豊田町14-3,33.598302,131.18824,82863 
44204,日田市,日田市田島2-6-1,33.321041,130.94131,62657 
44205,佐伯市,佐伯市中村南町1-1,32.960204,131.899499,66851 
44206,臼杵市,臼杵市大字臼杵72-1,33.125948,131.804638,36158 
44207,津久見市,津久見市宮本町20-15,33.072339,131.861219,16100 
44208,竹田市,竹田市大字会々1650,32.973673,131.397838,20332 
44209,豊後高田市,豊後高田市是永町39-3,33.556202,131.446931,22112 
44210,杵築市,杵築市大字杵築377-1,33.417029,131.616089,27999 
44211,宇佐市,宇佐市大字上田1030-1,33.532327,131.350337,52771 
44212,豊後大野市,豊後大野市三重町市場1200,32.978152,131.585011,33695 
44213,由布市,由布市庄内町柿原302,33.179996,131.426792,32772 
44214,国東市,国東市国東町鶴川149,33.563327,131.732264,26232 
44322,姫島村,東国東郡姫島村1630-1,33.724536,131.645143,1725 
44341,日出町,速見郡日出町2974-1,33.369442,131.532536,27723 
44461,九重町,玖珠郡九重町大字後野上8-1,33.228521,131.188797,8541 
44462,玖珠町,玖珠郡玖珠町大字帆足268-5,33.283135,131.151553,14386 
45201,宮崎市,宮崎市橘通西1-1-1,31.907676,131.420244,401339 
45202,都城市,都城市姫城町6街区21号,31.719519,131.061497,160640 
45203,延岡市,延岡市東本小路2-1,32.582401,131.664859,118394 
45204,日南市,日南市中央通1-1-1,31.601932,131.378731,50848 
45205,小林市,小林市細野300,31.996657,130.972674,43670 
45206,日向市,日向市本町10-5,32.422947,131.623962,59629 
45207,串間市,串間市大字西方5550,31.464539,131.228306,16822 
45208,西都市,西都市聖陵町2-1,32.107862,131.400948,28610 
45209,えびの市,えびの市大字栗下1292,32.045347,130.810841,17638 
45341,三股町,北諸県郡三股町五本松1-1,31.730686,131.12492,25591 
45361,高原町,西諸県郡高原町大字西麓899,31.928413,131.00787,8639 
45382,国富町,東諸県郡国富町大字本庄4800,31.990646,131.323535,18398 
45383,綾町,東諸県郡綾町大字南俣515,31.999135,131.253182,6934 
45401,高鍋町,児湯郡高鍋町大字上江8437,32.12799,131.503341,19922 
45402,新富町,児湯郡新富町大字上富田7491,32.068937,131.487984,16564 
45403,西米良村,児湯郡西米良村大字村所15,32.226354,131.154452,1000 
45404,木城町,児湯郡木城町大字高城1227-1,32.163784,131.473354,4895 
45405,川南町,児湯郡川南町大字川南13680-1,32.192009,131.525816,15194 
45406,都農町,児湯郡都農町大字川北4874-2,32.256434,131.55969,9906 
45421,門川町,東臼杵郡門川町平城東1番1号,32.470914,131.646471,17379 
45429,諸塚村,東臼杵郡諸塚村大字家代2683,32.512184,131.330319,1486 
45430,椎葉村,東臼杵郡椎葉村大字下福良1762-1,32.467408,131.158228,2503 
45431,美郷町,東臼杵郡美郷町西郷区田代1,32.440256,131.423106,4826 
45441,高千穂町,西臼杵郡高千穂町大字三田井13,32.711651,131.307871,11642 
45442,日之影町,西臼杵郡日之影町大字七折9079番地,32.659422,131.380921,3635 
45443,五ヶ瀬町,西臼杵郡五ヶ瀬町大字三ヶ所1670,32.68338,131.19691,3472 
46201,鹿児島市,鹿児島市山下町11-1,31.596789,130.557339,593128 
46203,鹿屋市,鹿屋市共栄町20-1,31.378268,130.852223,101096 
46204,枕崎市,枕崎市千代田町27,31.272922,130.296991,20033 
46206,阿久根市,阿久根市鶴見町200,32.014364,130.192622,19270 
46208,出水市,出水市緑町1-3,32.090458,130.352647,51994 
46210,指宿市,指宿市十町2424,31.252805,130.633118,39011 
46213,西之表市,西之表市西之表7612,30.732453,130.997035,14708 
46214,垂水市,垂水市上町114,31.492758,130.70093,13819 
46215,薩摩川内市,薩摩川内市神田町3-22,31.813486,130.30395,92403 
46216,日置市,日置市伊集院町郡1-100,31.633709,130.402436,47153 
46217,曽於市,曽於市末吉町二之方1980,31.653622,131.019255,33310 
46218,霧島市,霧島市国分中央3-45-1,31.741015,130.763136,123135 
46219,いちき串木野市,いちき串木野市昭和通133-1,31.714542,130.271934,27490 
46220,南さつま市,南さつま市加世田川畑2648,31.41657,130.323494,32887 
46221,志布志市,志布志市志布志町志布志2-1-1,31.477513,131.099826,29329 
46222,奄美市,奄美市名瀬幸町25-8,28.377273,129.49378,41390 
46223,南九州市,南九州市知覧町郡6204,31.378251,130.441623,33080 
46224,伊佐市,伊佐市大口里1888,32.057152,130.612934,24453 
46225,姶良市,姶良市宮島町25,31.728213,130.627758,76348 
46303,三島村,鹿児島市名山町12-18,31.594533,130.560735,405 
46304,十島村,鹿児島市泉町14-15,31.593157,130.560588,740 
46392,さつま町,薩摩郡さつま町宮之城屋地1565-2,31.906331,130.45534,20243 
46404,長島町,出水郡長島町鷹巣1875-1,32.19932,130.176919,9705 
46452,湧水町,姶良郡湧水町木場222,31.951654,130.721025,9119 
46468,大崎町,曽於郡大崎町仮宿1029,31.429102,131.005592,12385 
46482,東串良町,肝属郡東串良町川西1543,31.38579,130.973339,6237 
46490,錦江町,肝属郡錦江町城元963,31.243572,130.787485,6944 
46491,南大隅町,肝属郡南大隅町根占川北226,31.217486,130.768442,6481 
46492,肝付町,肝属郡肝付町新富98,31.344362,130.945223,14227 
46501,中種子町,熊毛郡中種子町野間5186,30.532821,130.958847,7539 
46502,南種子町,熊毛郡南種子町中之上2793-1,30.413905,130.900937,5445 
46505,屋久島町,熊毛郡屋久島町小瀬田849-20,30.389893,130.651119,11858 
46523,大和村,大島郡大和村大和浜100,28.358076,129.395262,1364 
46524,宇検村,大島郡宇検村湯湾915,28.280773,129.297208,1621 
46525,瀬戸内町,大島郡瀬戸内町古仁屋船津23,28.146484,129.314734,8546 
46527,龍郷町,大島郡龍郷町浦110,28.4133,129.589355,5817 
46529,喜界町,大島郡喜界町大字湾1746,28.316838,129.940035,6629 
46530,徳之島町,大島郡徳之島町亀津7203,27.726329,129.018622,10147 
46531,天城町,大島郡天城町平土野2691-1,27.81166,128.897749,5517 
46532,伊仙町,大島郡伊仙町大字伊仙1842,27.673583,128.937584,6139 
46533,和泊町,大島郡和泊町和泊10,27.392559,128.655253,6246 
46534,知名町,大島郡知名町大字知名307,27.333676,128.573732,5750 
46535,与論町,大島郡与論町茶花1418-1,27.044947,128.421638,5115 
47201,那覇市,那覇市泉崎1-1-1,26.212295,127.679218,317625 
47205,宜野湾市,宜野湾市野嵩1-1-1,26.281581,127.778637,100125 
47207,石垣市,石垣市字真栄里672番地,24.344419,124.185246,47637 
47208,浦添市,浦添市安波茶1-1-1,26.245816,127.721804,115690 
47209,名護市,名護市港1-1-1,26.591555,127.977474,63554 
47210,糸満市,糸満市潮崎町1-1,26.123542,127.665823,61007 
47211,沖縄市,沖縄市仲宗根町26-1,26.334354,127.805694,142752 
47212,豊見城市,豊見城市宜保1-1-1,26.177136,127.681225,64612 
47213,うるま市,うるま市みどり町1-1-1,26.379151,127.85748,125303 
47214,宮古島市,宮古島市平良字西里1140番地,24.789971,125.294752,52931 
47215,南城市,南城市佐敷字新里1870,26.16319,127.770625,44043 
47301,国頭村,国頭郡国頭村字辺土名121,26.745725,128.178303,4517 
47302,大宜味村,国頭郡大宜味村字大兼久157,26.701712,128.120159,3092 
47303,東村,国頭郡東村字平良804,26.633284,128.15687,1598 
47306,今帰仁村,国頭郡今帰仁村字仲宗根219,26.682527,127.972739,8894 
47308,本部町,国頭郡本部町字東5,26.658035,127.898175,12530 
47311,恩納村,国頭郡恩納村字恩納2451,26.497502,127.85357,10869 
47313,宜野座村,国頭郡宜野座村字宜野座296,26.481585,127.975615,5833 
47314,金武町,国頭郡金武町字金武1,26.456137,127.926011,10806 
47315,伊江村,国頭郡伊江村字東江前38,26.71349,127.807014,4118 
47324,読谷村,中頭郡読谷村字座喜味2901,26.396154,127.744424,41206 
47325,嘉手納町,中頭郡嘉手納町字嘉手納588,26.361723,127.75538,13521 
47326,北谷町,中頭郡北谷町字桑江226,26.320069,127.763901,28201 
47327,北中城村,中頭郡北中城村字喜舎場426-2,26.30077,127.79295,17969 
47328,中城村,中頭郡中城村字当間585番地1,26.26201,127.789618,22157 
47329,西原町,中頭郡西原町字与那城140-1,26.222856,127.758819,34984 
47348,与那原町,島尻郡与那原町字上与那原16,26.199577,127.754456,19695 
47350,南風原町,島尻郡南風原町字兼城686,26.191122,127.728554,40440 
47353,渡嘉敷村,島尻郡渡嘉敷村字渡嘉敷183,26.197331,127.364289,718 
47354,座間味村,島尻郡座間味村座間味109,26.228949,127.303205,892 
47355,粟国村,島尻郡粟国村字東367,26.582431,127.226965,683 
47356,渡名喜村,島尻郡渡名喜村1917-3,26.37211,127.141122,346 
47357,南大東村,島尻郡南大東村字南144-1,25.828903,131.231872,1285 
47358,北大東村,島尻郡北大東村字中野218,25.945712,131.298917,590 
47359,伊平屋村,島尻郡伊平屋村字我喜屋251,27.039169,127.96862,1126 
47360,伊是名村,島尻郡伊是名村字仲田1203,26.928305,127.941226,1322 
47361,久米島町,島尻郡久米島町字比嘉2870,26.340669,126.805021,7192 
47362,八重瀬町,島尻郡八重瀬町字東風平1188,26.15834,127.718649,30941 
47375,多良間村,宮古郡多良間村字仲筋99-2,24.669449,124.701693,1058 
47381,竹富町,石垣市美崎町11-1,24.339518,124.154522,3942 
47382,与那国町,八重山郡与那国町字与那国129,24.468034,123.004496,1676 
